source,text,researcher,year,aggressive,hate
twitter,"rt @user caralho

a tampa abre

e depois ela fecha

é tudo que eu espero de uma tampa

obrigado tampa ",leite et al,2020,0,0
instagram,"Fiquei feliz com isso, mas ainda sim contrariada pq tbm não gosto de concursos de beleza. É uma conquista da pele, porém ainda estamos presos a uma mulher magra, traços finos bem no padrão modelo. Até qdo as mulheres mais lindas serão as do padrão modelo? Que bom que para além do corpo, ela teve uma presença discursiva importante tbm.",vargas et al,2021,0,0
twitter,"""A maior ambição da mulher é despertar o amor."" #MulherDeVerdade",fortuna et al,2019,1,1
twitter,@user nossa fdp vou te matar kkkkkkkkkkkkk,oliveira et al,2023,1,0
twitter,rt @user pau no cu do lucas q me fez viciar naquele funk estranho dele kkkkk ooooo meu bom,leite et al,2020,1,1
twitter,quero me casar com a chun li pra ela me levar nos braços.,leite et al,2020,0,0
twitter,@user todo mundo sabe que o viado é o gay escandaloso,leite et al,2020,1,1
twitter,minha vó já acorda querendo arrumar briga cmg essa porra,leite et al,2020,1,0
twitter,"Guionista do SNL faz piada acerca do filho do Trump na sua conta pessoal do Twitter é despedida e obrigada a pedir desculpa.
""Liberdade""",fortuna et al,2019,0,0
twitter,sou o deus da sua história é ninguém irá senta na mesa enquanto de glória eu não horta 😭😭😭😭👩‍❤️‍💋‍👩🔐,leite et al,2020,0,0
twitter,@user @user a铆 j谩 gosta de passar vergonha!! ,leite et al,2020,0,0
instagram,Por que você e a Janaína se calaram quando escutam o Lindbergh farias fazendo menção a desordem civil e quando a Gleisi fala que pessoas serão mortas ao tentarem prender o Lula?,vargas et al,2021,0,0
twitter,"Sabe o que é foda? Se sabe das mentiras, da falta de tudo e fica ali só vendo a pessoa sair, falar pela suas costas, postar coisas e ainda ter a cara de pau de falar que não fez isso como se tu não visse o que ela posta aaaiii me poupe",leite et al,2020,1,0
twitter,nos vemos em tóquio filhos da puta,leite et al,2020,0,0
instagram,Eis o homem de bem. 😏,vargas et al,2021,0,0
instagram,Ao contrário de vc😂 🇧🇷👉,vargas et al,2021,0,0
instagram,Bicha enrustida!!!,vargas et al,2021,1,0
twitter,"por favor &gt;nunca se esqueçam da letra de 21century girls:

""você vale a pena, você é perfeita[...]
o que quer que as pessoas digam você é ok[...]
não se diminua, não se defina para eles
você é bonita o suficiente, não se preocupe, não se preocupe""

uma música linda, obrigada bts!",leite et al,2020,0,0
twitter,@user kkkk isso mesmo flor.,leite et al,2020,0,0
twitter,faz-te um homem porco do caralho,leite et al,2020,1,0
twitter,"O teu pai nao está em Angola —_ Pois não, neste momento está em Luanda  ",fortuna et al,2019,0,0
twitter,Essa notícia merece ser compartilhada. ,fortuna et al,2019,0,0
twitter,"@user @user tava 17° hoje de manhã, idiota",leite et al,2020,0,0
twitter,"google fotos segue a seguinte lógica: percebi que vocês se afastaram é tão brigados, vou criar uma seleção de fotos especial pra vocês ????",oliveira et al,2023,0,0
twitter,"porra, acordei tarde pq fiquei com ansiedade ontem",leite et al,2020,0,0
twitter,rt @user @user o lula tá preso babaca,leite et al,2020,1,1
twitter,rt @user eu mere莽o ser feliz 馃幎,leite et al,2020,0,0
twitter,"RT @user @user @user desculpa, eu gostava de conseguir respeitar a tua opinião mas não consigo. Se eles são felizes, _",fortuna et al,2019,0,0
twitter,"tava aqui procurando se tem vídeo da callas cantando no teatro municipal de sp e achei uma o mio babbino caro legendada em português e todo mundo nos comentários dizendo o quanto se emociona com a ária, e sim, ela é muito bonita e sentimental. mas!",oliveira et al,2023,0,0
twitter,@user hahahahahaha pois espero a retribui莽茫o,leite et al,2020,0,0
twitter,"@user Não só por isso, temos que ir pela destituição total do STF. Mas não somente uma manifestação dominical, temos que ficar em Brasília até essa corja tomada ser expulsa de lá, não importa o tempo que isso leve!!! Seguindo o exemplo dos peruanos!!!",leite et al,2020,0,0
twitter,"a gente acabou de receber uma garrafa da stanley, em nome do joaquim. não fazemos ideia de quem mandou.",oliveira et al,2023,0,0
twitter,"@user gente (???) kkkkkkkkkkkkk
isso é sério? meu nome tá errado viado pqp",leite et al,2020,0,0
twitter,"Aliado a isso tem a construção da @user se tiver com salários atrasados, e todas as demais despesas e contas, vem um ação judicial e penhora o $$ da Arena! Tem que chegar em 2022 com as contas em dia, clube saneado, e a Arena pronta! Aí sim vamos mudar de patamar!",leite et al,2020,0,0
twitter,aula só semana que vem? nunca fui triste ???,oliveira et al,2023,0,0
instagram,👉👉👉Deus existe!🙏🙏🙏🙏🙏,vargas et al,2021,0,0
twitter,@user fala trem feio kkkkk,leite et al,2020,0,0
twitter,"sigo pedindo a deus força e sabedoria, para tudo dá certo.",leite et al,2020,0,0
twitter,"Feliz dia das mulheres pra Tammy Gretchen
Que mesmo depois de várias alterações no chassi, continua sendo mulher!",fortuna et al,2019,0,0
twitter,@user @user deve ser broxante pra cacete.,leite et al,2020,1,0
twitter,@user @user @user @user tu sabe que emulação é emulação e jogo original é jogo original né? kkkkkk,oliveira et al,2023,0,0
twitter,"rt @user acho que meu maior defeito e ser desconfiada, porra não acredito em ninguém",leite et al,2020,0,0
instagram,"🙏 Parabéns abençoado filho de Deus!!! Deus te proteja continuamente! Seja fiel a Deus e Ele cuidará de ti por onde quer que andares!!! Força, coragem e sucesso!!!!",vargas et al,2021,0,0
twitter,@user fica como aprendizado gata.,leite et al,2020,0,0
twitter,@user tu tá ligada que na real a estação já até existe mas os moradores conseguiram embarcar né? eu tenho um ódio descomunal disso,oliveira et al,2023,0,0
twitter,"tem certos #tbt que a gente quer postar, mas não pode.",leite et al,2020,0,0
twitter,@user @user @user @user ja tem setor esgotado alguém me ajuda,oliveira et al,2023,0,0
twitter,"É tempo de abrir os olhos e perceber que estamos a ser governados por amigos de terroristas.
",fortuna et al,2019,0,0
instagram,O cara conseguiu fazer ninguém mais se chocar com as merdas que sai da boca dele. Ninguém aguenta mais. O país comandado por um lixo humano e apoiado por 29% de malucos.,vargas et al,2021,1,0
twitter,@user ah toma no cu kkkkkkkkkkk,leite et al,2020,1,0
twitter,@user weona felicidadess ??????,oliveira et al,2023,0,0
twitter,"tudo errado, vou ter que ir no comércio ??",oliveira et al,2023,0,0
twitter,penah de você gata kkkkk bai dar o cu que passa,leite et al,2020,1,1
twitter,@user pqp vo te bater,leite et al,2020,1,1
twitter,VOCÊS JÁ APRENDERAM A CANTAR A MARCHINHA SENSAÇÃO DO CARNAVAL 2017? ,fortuna et al,2019,0,0
instagram,"Abra um colégio militar em São Gabriel da Cachoeira, na cabeça do Cachorro!! Precisa muito!!!",vargas et al,2021,0,0
twitter,vivem nababescamente as nossas custas e protegem ladrões e bandidos #stfvergonhanacional,leite et al,2020,0,0
twitter,@user cadê os limites?! 👀,leite et al,2020,0,0
twitter,"@user nem vem, cachorro",oliveira et al,2023,1,0
twitter,ai nao da sou mt sm stan pqp ..........,leite et al,2020,0,0
twitter,@user kkkkkkkkkkkkkkkkkk q ódio,oliveira et al,2023,0,0
twitter,"naruto cresceu e tals mas ainda nao vi nada demais q eu diga ""uuuooooou fdp"" vamos esperar p ver",leite et al,2020,0,0
instagram,Todos de olho nas nossas riquezas,vargas et al,2021,0,0
twitter,"caralho, que tapa na fuça que eu tomei",leite et al,2020,0,0
twitter,@user @user nossa vai tomar no cu te amo,leite et al,2020,1,0
twitter,@user no 3 só lembro do meu ódio pelo cursinho,oliveira et al,2023,0,0
twitter,"eu odeio esse lugar com todas as forças 

areia entrando em lugar que é difícil de tirar 
pé todo sujo de areia na sandália 
homem ridículo se sunga vermelha e óculos de vendedor de água assediando as meninas
gente fazendo xixi na água 
um horror ",leite et al,2020,0,0
twitter,"eu estava uma diaba ontem, pqp😤",leite et al,2020,0,0
twitter,"já falei que não sou racista porra
mas...",fortuna et al,2019,1,1
twitter,puta dor nas costa mermao,leite et al,2020,0,0
twitter,to sem nada pra fazer fui ver keeping up with the kardashians e sinceramente ser rico pra caralho deve ser muito bom,leite et al,2020,0,0
twitter,"@user eu quero, para assim as minhas começarem ?? jkkkkkkkkk",oliveira et al,2023,0,0
twitter,qual sua flor preferida? — rosas🌹😍 ,leite et al,2020,0,0
twitter,celular vive no modo avião agr,leite et al,2020,0,0
twitter,@user enfiar eles no seu cu que ja ta grande neah kk,leite et al,2020,1,1
instagram,Foi tudo em um piscar de olhos.,vargas et al,2021,0,0
instagram,Desgraça,vargas et al,2021,1,0
twitter,"RT @user #Muçulmanos em #Portugal - Lisboa, Martim Moniz
#Muslims in Portugal - Lisbon, Martim Moniz ",fortuna et al,2019,0,0
twitter,@user @user ai que saudades de vcs ??,oliveira et al,2023,0,0
twitter,"rt @user diretor do inpe será exonerado após críticas do governo a dados de desmate

",leite et al,2020,0,0
instagram,Essa cara é fera,vargas et al,2021,0,0
twitter,@user que importância tem isso? falta de fofoca?,oliveira et al,2023,0,0
twitter,meu telefone morreu de uma forma que pqp fiquei incomunic谩vel,leite et al,2020,0,0
instagram,Vamos torcer pra isso,vargas et al,2021,0,0
twitter,vou deixar isso aqui ,leite et al,2020,0,0
twitter,"⚖️ Advogado em inglês: lawyer, attorney, counsel, counselor, solicitor ou barrister? ⚖️ →  Assista ao vídeo e acabe com a dúvida! via @user #ingles #TeclaSAP #LegalEnglish #BusinessEnglish",leite et al,2020,0,0
twitter,rt @user deixa eu passar a lingua no teu tamb茅m 馃構 ,leite et al,2020,0,0
instagram,Haddad vai pegar prisão perpétua,vargas et al,2021,1,0
instagram,"Repugnante essa #ImprensaLixo #MidiaLixo 😤😤 isso não pode ficar assim, se trata de um ataque pessoal... a Ministra!",vargas et al,2021,1,0
instagram,Fdp,vargas et al,2021,1,0
twitter,@user @user membro do gays com bolsonaro? kkkkkkkkkkkkkkkkkkk que surto é esse meu pai link,oliveira et al,2023,0,0
instagram,Horrível! Silvio precisa ser parado urgente!!! 😢😢😢,vargas et al,2021,1,0
twitter,"ei porra hoje de madrugada eu ouvi a voz de um homem falando meu nome e tipo não foi imaginação não foi sonho eu realmente OUVI  aí eu abri o olho esperando ver painho (e ele nem tava em casa???)

abri e o quarto tava vazio",leite et al,2020,0,0
twitter,"já perdi as contas de quantas pessoas vieram me perguntar se eu sou o tal de dante/paloma e eu já cansei de dizer q não, se a palavra não basta pede meu número, me liga por chamada de vídeo, quiser mando até foto do meu documento pra pararem de achar q eu sou esse mlq.",leite et al,2020,0,0
twitter,alguém pra chupar meu pau? ,leite et al,2020,1,0
twitter,@user osso fala,leite et al,2020,0,0
twitter,@user hoje vai ter eliminação?,oliveira et al,2023,0,0
instagram,Todos somos iguais.,vargas et al,2021,0,0
twitter,confesso que o sarará me conquistou com cabelinho no lineup ??,oliveira et al,2023,0,0
twitter,"Eu prefiro me prevenir pra n acontecer de engravidar sabendo que n vou poder da uma vida boa aos meus filhos. Na hora de transar as vaca quer tudo no pelo, sentir um leitinho quente no útero, dps que passa aperto fica pedindo a liberação do aborto pq as bonita não pode prevenir",leite et al,2020,1,1
twitter,eu sonhei com tanto macho escroto hj q acordei exalando cesio-137,leite et al,2020,0,0
twitter,"se n sou eu na vida do meu irmão, nem sei",oliveira et al,2023,0,0
twitter,"@user @user ""lixo branco"" foi o ápice, camarada.",leite et al,2020,0,0
instagram,vá em frente Deputada,vargas et al,2021,0,0
twitter,"tudo q vai, um dia volta... aiaiai",leite et al,2020,0,0
twitter,"rt @user irm茫o imagine perder a pessoa da sua vida, a sensa莽茫o deve ser absurda e eu n quero sentir isso nunca ",leite et al,2020,0,0
twitter,"então, fica ligada se bater saudade eu vou ligar de madrugadaaaa 🎶",leite et al,2020,0,0
twitter,"rt @user a mãe fica puta porém tem que aceitar, é papai kkkk🤙🤩❤ ",leite et al,2020,0,0
twitter,até hoje não superei as músicas da ayesha erotica terem saído do spoty link,oliveira et al,2023,0,0
twitter,"e olha que eu gosto muito dele, tenho até a peita dele rsrs, mas ta ridiculo faz tempo",leite et al,2020,0,0
twitter,"o box do meu crossfit vai mudar de local e provavelmente n vou poder continuar lá, eu quero me m",oliveira et al,2023,0,0
instagram,Preocupar com coisas reais e que irao impactar o futuro de todos nos principalmente o deles. Aqui nao eh questao de ideologia direita ou esquerda e sim de sustentabiki,vargas et al,2021,0,0
twitter,Já tô num surto de baixa autoestima pra piorar fico vendo foto de gente bonita mas eu tinha mesmo é que ficar cega pra parar com essa porra de frescura,leite et al,2020,0,0
twitter,gente eu não tô nem acreditando.esta na minha mão porra🖤🖤🖤🖤🖤🖤melhor álbum ,leite et al,2020,0,0
twitter,"tava aq terminando st3 né..
aí eu parei pra pensei que o steve não passou uma temporada se quer sem estar com a cara toda fodida",leite et al,2020,0,0
twitter,caralho ninguém faz engenharia ambiental não mano pelo amor de deus eu vou chorar se jogar esses projeto e esse tcc fora,leite et al,2020,0,0
instagram,"Porque o resto do STF, vão morre pela própria mão do povo que não aguenta mais tanta corrupção 😤",vargas et al,2021,1,0
twitter,eu e a @user link,oliveira et al,2023,0,0
twitter,@user vocês são tão perfeitos pqp,leite et al,2020,1,0
twitter,que povo fresco pequepe,oliveira et al,2023,1,0
twitter,"fazer o que precisa ser feito, em silêncio.",leite et al,2020,0,0
twitter,rt @user eu chuto o balde e busco o balde quantas vezes eu quiser o balde é meu caralho,leite et al,2020,0,0
twitter,@user vo acha pa nois!!!,oliveira et al,2023,0,0
twitter,rt @user caralho mal acordei e um gay já me irritou,leite et al,2020,1,1
instagram,"Espera aí a comemoração é sobre a invasão da Polônia, estão comemorando todo o genocídio que foi a invasão e tbm a segunda guera ????",vargas et al,2021,0,0
twitter,@user de nada,leite et al,2020,0,0
twitter,graças a você que não foi né sua puta de zona?! link,oliveira et al,2023,1,1
instagram,Esses homens de Deu$...😢😢😢😢😢,vargas et al,2021,0,0
twitter,"Opa, ""certíssimo""! Vida humana não vale nada aqui mesmo, não é? Que belo exemplo! 
Mas ai de você se quebrar um ov _ ",fortuna et al,2019,0,0
twitter,pode fumar a vontade oq mata é o microplastico,leite et al,2020,0,0
twitter,tô sentindo uma saudade do caralho de você 😓😭,leite et al,2020,0,0
twitter,"rt @user da pra ver q a mina ficou desconfortável pra caralho e os maluco fica romantizando, é de fude mesmo ",leite et al,2020,0,0
instagram,👏👏👏lindo,vargas et al,2021,0,0
twitter,@user @user @user rolezinho dos influencers vale do paraíba,leite et al,2020,0,0
twitter,"》》 ATENÇÃO UNITERS 《《

Vamos bater metas? Dê rt pra divulgar.

Coloque aqui nos comentários algum tweet que não tenha atingido a meta solicitada e vá ajudando todos os outros.

@user @user @user @user

#MPN #NowUnited #Uniters",leite et al,2020,0,0
twitter,poste o mesmo personagem em diferentes atores link link,oliveira et al,2023,0,0
twitter,"melhor elogio q ja recebi foi ""tu tem uma puta vibe de depressivo""",leite et al,2020,0,0
twitter,os storys da dona val me qbrou pç,oliveira et al,2023,0,0
twitter,rt @user ainda bem que eu sou feia ,leite et al,2020,0,0
twitter,"@user eu vejo um goblin chefe, q ta mt puto",leite et al,2020,0,0
twitter,"@user vai tomar no seu cu, seu gordo arrombado",leite et al,2020,1,1
twitter,@user @user bhaaaa joice. fofoquera agora?,oliveira et al,2023,1,0
twitter,@user brejo é diferenciado ??,oliveira et al,2023,0,0
twitter,rt @user puta q pariu ,leite et al,2020,0,0
twitter,@user acho que os dois iriam arrebentar aqui.,oliveira et al,2023,0,0
twitter,@user @user passeie vc na próxima manifestação de fora stf e saia de lá sem cabelos brancos 😂,leite et al,2020,0,0
twitter,fogo nos racistas porra,leite et al,2020,1,0
